Invoice_ID,UPC_Code,Quantity,Cust_ID,Date,
INV570329,1573302205,3,31441997,27/8/2022,INV523253
INV885727,1573302205,1,34792821,23/7/2022,INV745275
INV795384,1573302205,1,31322642,26/7/2022,INV925473
INV369696,1573302205,1,30724034,6/7/22,INV464994
INV135898,1573302252,1,32434935,22/7/2022,INV193712
INV295948,1573302252,1,31452867,15/7/2022,INV956318
INV133230,1573302252,1,32756131,14/7/2022,INV138952
INV745350,1573302252,1,30434410,21/7/2022,INV129608
INV812318,1573302253,2,31464369,9/7/22,INV503370
INV590047,1573302253,1,35418538,6/7/22,INV405555
INV165769,1573302253,1,31573134,10/8/22,INV407037
INV614157,1573302253,1,32633019,16/7/2022,INV859660
INV857335,1573302253,1,30365431,26/7/2022,INV950337
INV704321,1573302253,1,30977827,9/7/22,INV142936
INV489733,1573302253,1,33410764,26/8/2022,INV371697
INV381569,1573302253,1,31355189,18/7/2022,INV949045
INV210521,1573302253,1,32241431,18/7/2022,INV720812
INV203169,1573302254,2,25411538,22/7/2022,INV782909
INV609092,1573302254,2,32124054,2/7/22,INV313956
INV600483,1573302254,1,32550163,28/7/2022,INV844501
INV583598,1573302254,2,32294091,21/8/2022,INV503640
INV917554,1573302254,1,34838928,7/8/22,INV292179
INV249356,1573302254,1,31411289,19/7/2022,INV520961
INV653068,1573302254,1,34142721,2/7/22,INV896853
INV786089,1573302255,1,30397200,26/7/2022,INV613325
INV654746,1573302255,1,31326944,11/8/22,INV388829
INV673762,1573302255,3,31710452,5/7/22,INV297775
INV175600,1573302255,1,34200977,20/8/2022,INV457518
INV581637,1573302255,2,33260371,2/8/22,INV336534
INV796340,1573302256,1,31656306,23/8/2022,INV730357
INV497013,1573302256,3,34164139,13/7/2022,INV956046
INV421221,1573302256,2,30410223,11/7/22,INV811691
INV947319,1573302256,1,30608480,19/7/2022,INV782999
INV669739,1573302256,1,34496353,10/8/22,INV938975
INV562610,1573302256,3,31576676,19/8/2022,INV853676
INV334032,1573302256,1,32251614,1/8/22,INV662731
INV436232,1573302256,2,31573134,6/8/22,INV129972
INV346049,1573302271,2,32453864,11/7/22,INV403164
INV937424,1573302271,2,31622829,1/8/22,INV221173
INV667179,1573302271,1,33370508,23/8/2022,INV597218
INV602383,1573302271,2,34882579,29/8/2022,INV859410
INV633822,1573302271,1,34193478,30/8/2022,INV439982
INV470853,1573302272,1,31897907,24/8/2022,INV566876
INV429598,1573302272,4,34605272,18/7/2022,INV597943
INV845197,1573302272,1,30478590,6/7/22,INV606981
INV463325,1573302272,1,32249793,2/8/22,INV544536
INV439177,1573302272,2,31423576,10/8/22,INV725369
INV250804,1573302275,2,34230005,3/7/22,INV151297
INV386574,1573302275,1,31319532,28/8/2022,INV538104
INV791178,1573302275,1,35549597,13/8/2022,INV230416
INV696963,1573302275,1,32412343,21/8/2022,INV892004
INV849723,1573302275,2,31410411,14/7/2022,INV197014
INV573531,1573302275,2,31363263,23/8/2022,INV803965
INV130826,1573302275,3,35418538,2/8/22,INV397262
INV278467,1573302282,1,32325592,4/8/22,INV781966
INV137367,1573302282,1,32756131,31/7/2022,INV564251
INV546569,1573302282,1,31321620,17/7/2022,INV533472
INV345268,1573302282,2,32803281,10/8/22,INV608300
INV865056,1573302282,2,32124054,25/8/2022,INV601154
INV165708,1573302282,2,31415184,4/7/22,INV630973
INV807899,1573302282,2,34197114,24/8/2022,INV783642
INV320820,1573302282,1,31642390,21/7/2022,INV217703
INV644660,1573302282,1,30558422,7/7/22,INV236826
INV649436,1573302282,1,31410980,11/7/22,INV156909
INV966434,1573302283,1,32393147,7/8/22,INV546967
INV422989,1573302283,1,32241115,14/7/2022,INV737981
INV482819,1573302283,1,31477312,3/8/22,INV774022
INV792062,1573302283,2,30315551,25/8/2022,INV807621
INV582215,1573302283,1,34230005,9/8/22,INV427075
INV702809,1573302283,1,32756131,15/8/2022,INV220839
INV324183,1573302283,1,31418473,17/7/2022,INV225664
INV147719,1573302283,1,30717898,24/8/2022,INV773821
INV449149,1573302283,1,31515064,24/8/2022,INV186993
INV551171,1573302283,1,30410880,18/8/2022,INV376579
INV626810,1573302283,1,31487699,11/8/22,INV252711
INV809000,1573302284,1,31246752,27/7/2022,INV580595
INV917919,1573302284,1,32185446,2/8/22,INV597685
INV513823,1573302284,1,31328093,7/8/22,INV342576
INV123050,1573302284,1,34821892,4/8/22,INV588266
INV196085,1573302291,2,32356227,5/8/22,INV339083
INV175759,1573302291,2,33331611,3/8/22,INV331241
INV216527,1573302291,1,31328093,25/8/2022,INV269499
INV768209,1573302291,1,33460360,12/8/22,INV419918
INV849102,1573302291,1,33244414,15/7/2022,INV689579
INV909335,1573302291,2,31374086,8/7/22,INV602585
INV620419,1573302291,1,30646365,12/7/22,INV762277
INV873016,1573302291,1,31637629,13/8/2022,INV345669
INV616075,1573302291,1,30998636,26/7/2022,INV699901
INV366196,1573302291,2,31407839,14/8/2022,INV157265
INV827187,1573302291,1,32285846,30/7/2022,INV710856
INV456353,1573302292,1,31598764,25/7/2022,INV321935
INV697902,1573302292,2,32245790,5/8/22,INV395729
INV534057,1573302292,1,31468783,26/7/2022,INV675255
INV208180,1573302292,1,31392888,7/7/22,INV343028
INV189516,1573302292,1,33295827,20/7/2022,INV522347
INV846272,1573302292,1,32656981,22/7/2022,INV919434
INV875119,1573302292,1,31716668,14/7/2022,INV188627
INV826883,1573302292,2,31579399,19/7/2022,INV961630
INV290231,1573302293,1,31576676,14/8/2022,INV327601
INV826642,1573302293,1,31267636,27/7/2022,INV948938
INV737170,1573302293,1,31404119,31/8/2022,INV771429
INV996685,1573302293,2,319082641,31/8/2022,INV858668
INV264817,1573302294,1,32444688,6/7/22,INV638896
INV669597,1573302294,2,31321856,21/7/2022,INV361383
INV291748,1573302294,2,29809775,13/8/2022,INV349981
INV460146,1573302294,1,32894344,8/7/22,INV522745
INV217838,1573302294,2,31487699,13/7/2022,INV490003
INV880615,1573302294,2,33115599,4/7/22,INV788181
INV427158,1573302294,1,32617110,23/7/2022,INV379670
INV417980,1573302294,1,33769987,6/8/22,INV648898
INV361110,1573302294,1,31457265,12/7/22,INV800978
INV535478,1573302294,1,33308965,18/8/2022,INV443267
INV805030,1573302295,1,31669226,4/8/22,INV416636
INV918528,1573302295,1,30343464,1/8/22,INV836437
INV735303,1573302295,1,31656306,9/8/22,INV574991
INV427789,1573302295,1,33173305,23/7/2022,INV424743
INV656363,1573302295,1,33172871,28/7/2022,INV634266
INV646544,1573302295,1,35574188,15/7/2022,INV811464
INV669302,1573302295,1,35602430,26/8/2022,INV475902
INV296232,1573302295,2,29495616,15/8/2022,INV258154
INV820856,1573302295,1,31683854,24/7/2022,INV834303
INV443773,1573302296,1,31479613,7/7/22,INV365060
INV480890,1573302296,1,32444824,6/8/22,INV835673
INV233912,1573302296,1,34730725,12/7/22,INV785869
INV464751,1573302296,1,30478590,22/8/2022,INV639179
INV132236,1573302296,1,31335772,31/7/2022,INV963831
INV486890,1573302296,1,31894837,6/8/22,INV895384
INV525269,1573302296,1,31340486,22/8/2022,INV719815
INV466019,1573302296,1,31804528,11/8/22,INV710030
INV770262,1573302296,2,30509548,11/7/22,INV644255
INV481981,1573302296,1,32443269,23/7/2022,INV703343
INV493742,1573302301,2,33148196,28/7/2022,INV523980
INV670942,1573302301,1,32434935,29/7/2022,INV686266
INV132587,1573302301,1,34197114,16/7/2022,INV420436
INV376810,1573302301,1,31184376,6/7/22,INV181322
INV136533,1573302301,1,30336661,28/7/2022,INV139915
INV984338,1573302301,1,30741109,29/7/2022,INV823186
INV289157,1573302301,1,31667728,9/8/22,INV716244
INV479578,1573302301,1,31690586,19/7/2022,INV828521
INV927822,1573302301,1,31414545,19/7/2022,INV392976
INV892990,1573302302,1,31330002,30/8/2022,INV426650
INV866953,1573302302,1,31544736,20/8/2022,INV301222
INV739256,1573302302,1,34163603,22/8/2022,INV661648
INV392806,1573302302,1,30339368,24/7/2022,INV777958
INV769072,1573302302,1,31405189,6/8/22,INV915279
INV978722,1573302302,3,31543326,25/7/2022,INV983401
INV603293,1573302302,1,32300538,27/8/2022,INV811287
INV613656,1573302302,1,31511266,1/7/22,INV327604
INV464211,1573302302,1,30584512,6/7/22,INV226257
INV778911,1573302302,1,28631312,3/7/22,INV675898
INV687500,1573302302,1,31480720,31/7/2022,INV470905
INV982559,1573302302,1,30741109,20/8/2022,INV900722
INV543712,1573302303,2,32325592,6/7/22,INV921847
INV200233,1573302303,2,32413785,27/8/2022,INV571778
INV644723,1573302303,2,31707610,9/7/22,INV634570
INV699673,1573302303,1,34016142,27/7/2022,INV427537
INV977187,1573302303,1,30509548,9/8/22,INV763905
INV854840,1573302303,1,31626902,31/7/2022,INV202169
INV972064,1573302304,1,29615317,31/7/2022,INV916672
INV232523,1573302304,2,33076843,14/8/2022,INV154212
INV689339,1573302304,1,32049421,30/7/2022,INV361592
INV761975,1573302304,1,32185446,9/8/22,INV470897
INV879517,1573302304,1,33226914,7/8/22,INV438814
INV892934,1573302304,1,32444688,25/8/2022,INV129999
INV345749,1573302304,2,32249622,18/7/2022,INV691704
INV757414,1573302304,1,30539259,1/8/22,INV927239
INV759402,1573302304,1,33367497,7/7/22,INV983639
INV405320,1573302304,2,30587973,29/7/2022,INV620659
INV660210,1573302304,1,33060762,10/8/22,INV957742
INV383387,1573302304,1,31536337,16/7/2022,INV587639
INV726310,1573302305,1,31246752,26/8/2022,INV444002
INV424501,1573302305,2,31335772,25/7/2022,INV751877
INV279718,1573302305,1,31716668,15/7/2022,INV615216
INV758381,1573302305,4,32246162,16/7/2022,INV343330
INV578232,1573302305,1,32444688,21/8/2022,INV176273
INV250344,1573302305,2,30511093,19/8/2022,INV470640
INV195733,1573302305,2,31359514,14/7/2022,INV202638
INV327526,1573302305,1,33800375,27/7/2022,INV467416
INV364513,1573302305,1,32288064,10/7/22,INV322749
INV724267,1573302305,2,30724034,9/8/22,INV723061
INV986160,1573302305,2,32569516,25/7/2022,INV735813
INV867792,1573302306,1,32298514,3/8/22,INV663467
INV398521,1573302306,1,31510789,20/7/2022,INV763011
INV687559,1573302306,1,30478590,19/7/2022,INV234306
INV411819,1573302306,1,35576885,4/8/22,INV228673
INV333028,1573302306,1,31527320,8/8/22,INV762564
INV962155,1573302306,2,34221259,18/8/2022,INV262918
INV365219,1573302306,1,31311155,29/7/2022,INV762043
INV956772,1573302306,2,30293326,27/8/2022,INV338403
INV215960,1573302306,1,30716779,13/8/2022,INV390690
INV821527,1573302306,1,32239092,10/7/22,INV708087
INV226123,1573302312,1,28347596,3/8/22,INV415332
INV769621,1573302312,1,34074286,3/7/22,INV394660
INV923934,1573302312,1,32288632,24/8/2022,INV223704
INV753450,1573302312,3,32601680,18/8/2022,INV903427
INV455945,1573302312,1,32062421,4/8/22,INV745928
INV254065,1573302312,1,34605272,8/8/22,INV609129
INV549733,1573302313,2,31510789,23/7/2022,INV993374
INV129495,1573302313,1,29506290,4/8/22,INV452195
INV465023,1573302313,2,30604682,27/8/2022,INV566580
INV990407,1573302313,1,31542573,13/7/2022,INV310550
INV477735,1573302313,1,34307266,2/8/22,INV519531
INV181460,1573302313,2,34222897,14/8/2022,INV512278
INV456824,1573302313,1,31322642,11/8/22,INV485905
INV650889,1573302313,1,34479993,30/7/2022,INV140448
INV419765,1573302313,1,34622398,16/7/2022,INV822143
INV505027,1573302313,1,32100775,8/8/22,INV253959
INV902243,1573302314,2,31830578,3/7/22,INV131157
INV491326,1573302314,1,31311155,16/8/2022,INV151282
INV202404,1573302314,1,31414529,7/8/22,INV692259
INV419042,1573302314,1,32476529,3/7/22,INV327891
INV806162,1573302314,1,32654364,9/7/22,INV242613
INV675697,1573302314,1,33313905,7/8/22,INV681889
INV936647,1573302314,1,26854669,31/8/2022,INV807710
INV124731,1573302314,1,31419243,20/8/2022,INV800027
INV377892,1573302315,1,31560344,21/7/2022,INV293197
INV943630,1573302315,2,33767133,20/8/2022,INV765835
INV666821,1573302315,2,32283852,29/8/2022,INV982561
INV683539,1573302315,1,31427992,27/8/2022,INV214461
INV599727,1573302315,1,30349427,24/8/2022,INV357223
INV280324,1573302315,1,31507954,17/7/2022,INV799777
INV978089,1573302315,1,32439762,15/7/2022,INV973128
INV225545,1573302315,3,31512432,27/7/2022,INV822028
INV204860,1573302315,1,34113798,9/7/22,INV497817
INV349872,1573302315,1,31574211,23/7/2022,INV777762
INV726549,1573302315,1,35547888,5/7/22,INV799661
INV610876,1573302321,4,30598501,30/7/2022,INV771941
INV478545,1573302321,2,31491551,23/8/2022,INV641085
INV262536,1573302321,1,32281851,29/8/2022,INV686552
INV232303,1573302321,2,30701265,29/7/2022,INV153522
INV425550,1573302321,2,31327892,3/8/22,INV194921
INV926434,1573302321,1,32418011,11/7/22,INV970057
INV298837,1573302321,3,31577964,31/7/2022,INV990779
INV432590,1573302321,1,33272774,25/7/2022,INV319468
INV651972,1573302321,2,31350050,27/8/2022,INV678328
INV388710,1573302321,2,31468783,1/8/22,INV651767
INV944848,1573302322,2,32965777,16/7/2022,INV920571
INV462880,1573302322,2,31445235,12/8/22,INV511525
INV154548,1573302322,1,31677319,23/7/2022,INV309428
INV610925,1573302322,1,31512862,20/7/2022,INV631639
INV232351,1573302322,1,29809775,9/8/22,INV769704
INV248973,1573302322,1,32661231,20/7/2022,INV240103
INV599194,1573302322,2,32667098,17/8/2022,INV956561
INV289233,1573302322,1,34027531,15/8/2022,INV638508
INV325440,1573302322,2,32281851,12/7/22,INV490462
INV783179,1573302323,1,34867009,18/8/2022,INV326340
INV344483,1573302323,1,35416367,29/8/2022,INV663517
INV371637,1573302323,1,30442658,27/7/2022,INV875506
INV263512,1573302323,1,31625144,20/8/2022,INV732489
INV458486,1573302324,1,35598122,22/8/2022,INV202489
INV662750,1573302324,1,35529280,3/8/22,INV188029
INV258467,1573302325,2,32347285,4/7/22,INV551976
INV388304,1573302325,1,33367497,19/7/2022,INV319624
INV891153,1573302331,2,31511266,28/7/2022,INV956826
INV927526,1573302331,2,31669226,6/7/22,INV838298
INV296794,1573302331,2,34163603,6/7/22,INV705650
INV250404,1573302332,1,33460360,26/8/2022,INV631078
INV136164,1573302332,1,31404776,3/8/22,INV366546
INV420382,1573302332,3,31447229,14/7/2022,INV134676
INV958386,1573302332,1,33942978,21/7/2022,INV179697
INV690590,1573302332,2,31900674,13/7/2022,INV466960
INV939152,1573302332,1,32099669,25/7/2022,INV850952
INV488202,1573302332,2,31945038,24/7/2022,INV613269
INV235022,1573302332,1,34270872,17/8/2022,INV782030
INV751646,1573302332,1,29483296,12/7/22,INV512768
INV782097,1573302332,1,33856680,10/7/22,INV125989
INV985959,1573302333,2,31477256,7/8/22,INV243058
INV707889,1573302333,2,30697275,12/7/22,INV969153
INV721312,1573302333,1,31404224,4/8/22,INV432354
INV381127,1573302335,1,30697275,8/8/22,INV974894
INV868981,1573302335,1,31479613,10/8/22,INV929058
INV323895,1573302335,2,30548257,26/8/2022,INV389568
INV992863,1573302335,2,31450565,22/7/2022,INV483221
INV471923,1573302335,1,34139767,13/8/2022,INV659056
INV729379,1573302335,3,32413785,23/7/2022,INV837609
INV381004,1573302335,1,31472371,18/8/2022,INV519348
INV236750,1573302341,1,34743904,17/7/2022,INV907716
INV222229,1573302341,2,34838928,7/7/22,INV690028
INV956696,1573302341,1,32323267,29/7/2022,INV622292
INV249361,1573302341,1,30407147,28/8/2022,INV154710
INV327002,1573302341,2,33175469,18/8/2022,INV533244
INV209988,1573302341,1,31683854,21/8/2022,INV885475
INV907934,1573302341,1,32326791,19/7/2022,INV514911
INV599966,1573302342,1,30409448,26/7/2022,INV857720
INV318534,1573302342,1,29511506,1/7/22,INV371893
INV804581,1573302342,1,31511266,15/7/2022,INV857815
INV632029,1573302342,1,32260459,20/8/2022,INV939666
INV704834,1573302342,2,29495616,19/8/2022,INV383113
INV562335,1573302342,2,33767952,10/8/22,INV750576
INV926486,1573302342,2,32368911,26/7/2022,INV150307
INV727347,1573302342,1,32245409,14/8/2022,INV725361
INV123051,1573302342,2,32159999,26/7/2022,INV351266
INV594541,1573302342,1,34179043,6/7/22,INV632130
INV434832,1573302342,1,31510383,12/7/22,INV286223
INV947102,1573302342,2,32449345,27/8/2022,INV404397
INV376817,1573302342,1,30612660,2/8/22,INV407124
INV966750,1573302343,1,32443269,12/8/22,INV727202
INV351714,1573302343,1,33252264,5/8/22,INV371218
INV326485,1573302343,1,31560288,15/7/2022,INV988258
INV217562,1573302343,1,28944639,31/8/2022,INV485229
INV856035,1573302343,1,32032314,12/7/22,INV846307
INV310179,1573302343,1,31690041,22/7/2022,INV126478
INV611489,1573302343,1,30682338,15/7/2022,INV798848
INV427946,1573302344,1,31359514,6/8/22,INV951405
INV410543,1573302344,1,31407839,9/7/22,INV523189
INV936470,1573302345,1,30548257,31/7/2022,INV535154
INV499932,1573302345,2,31355189,21/8/2022,INV319023
INV853374,1573302345,1,31335780,10/7/22,INV158066
INV241216,1573302345,1,30635461,13/7/2022,INV329159
INV629365,1573302345,1,32325592,4/7/22,INV510433
INV435803,1573302392,1,32339070,26/7/2022,INV143004
INV252031,1573302392,1,33326088,8/8/22,INV669557
INV815399,1573302392,1,32434935,30/7/2022,INV681557
INV193212,1573302392,1,32386059,25/7/2022,INV843894
INV412525,1573302392,2,31453043,27/8/2022,INV815113
INV686479,1573302393,2,30703833,5/7/22,INV546064
INV954091,1573302393,1,32524974,9/8/22,INV215939
INV849015,1573302393,2,32251614,5/7/22,INV765083
INV370429,1573302393,2,30560170,4/8/22,INV459249
INV668546,1573302393,4,31554861,20/8/2022,INV490090
INV491669,1573302394,2,31644106,24/8/2022,INV418722
INV189169,1573302394,2,31374086,12/8/22,INV365197
INV803050,1573302394,1,31424938,8/8/22,INV143983
INV466648,1573302394,1,30716779,8/7/22,INV283673
INV189454,1573302395,1,32247808,17/8/2022,INV653772
INV251537,1573302395,2,31677319,1/8/22,INV372083
INV794642,1573302395,1,31512288,9/7/22,INV859326
INV171380,1573302395,1,31691088,20/7/2022,INV322748
INV688911,1573302395,1,32356227,10/8/22,INV961840
INV172729,1573302395,1,32288316,20/7/2022,INV811055
INV493580,1573302396,1,31580780,13/8/2022,INV991242
INV644408,1573302396,1,31506974,26/8/2022,INV177390
INV727341,1573302396,1,31404119,23/7/2022,INV263924
INV349507,1573302396,1,32187471,3/7/22,INV644233
INV449386,1573302396,1,32099669,27/7/2022,INV431745
INV722965,1573302401,1,32627529,28/7/2022,INV722300
INV488385,1573302401,2,33076843,9/7/22,INV130616
INV907628,1573302401,1,33076381,10/8/22,INV728981
INV390111,1573302401,1,31350344,12/7/22,INV462540
INV907588,1573302401,1,31037254,16/8/2022,INV300346
INV324238,1573302401,1,31468783,7/7/22,INV387631
INV752051,1573302401,1,30559021,3/7/22,INV247032
INV808263,1573302401,1,35567091,12/7/22,INV545786
INV975970,1573302402,2,33024831,2/8/22,INV478107
INV407151,1573302402,1,31415184,14/8/2022,INV544468
INV524670,1573302402,1,33060762,28/8/2022,INV206115
INV468357,1573302402,2,31429377,20/8/2022,INV663155
INV911646,1573302402,1,31352700,2/7/22,INV755942
INV442888,1573302402,1,31384681,5/8/22,INV322335
INV643100,1573302402,2,31442076,20/7/2022,INV343658
INV700586,1573302402,1,30968787,25/7/2022,INV530403
INV994394,1573302402,2,31551418,13/8/2022,INV681564
INV477918,1573302402,1,32734919,26/7/2022,INV496890
INV659947,1573302402,1,32756131,12/7/22,INV771667
INV206184,1573302402,1,31407076,10/7/22,INV644112
INV550844,1573302403,3,33222041,3/7/22,INV420735
INV977240,1573302403,1,30486633,25/8/2022,INV584097
INV793409,1573302403,1,31510789,22/7/2022,INV881029
INV423920,1573302403,2,30793615,20/7/2022,INV620957
INV344423,1573302403,1,31516159,17/7/2022,INV478428
INV424362,1573302404,1,34978125,31/7/2022,INV847881
INV466294,1573302404,3,30293326,19/7/2022,INV735403
INV864960,1573302404,3,31629770,13/7/2022,INV713308
INV612081,1573302404,2,32249622,25/8/2022,INV192331
INV323720,1573302404,1,34221259,10/7/22,INV978866
INV265907,1573302404,2,32803281,18/7/2022,INV754994
INV918112,1573302404,1,32404526,31/8/2022,INV910695
INV575495,1573302404,1,31446167,16/8/2022,INV822564
INV228192,1573302405,1,31576000,6/8/22,INV181969
INV927906,1573302405,1,32307376,24/7/2022,INV484881
INV450916,1573302405,2,34307266,12/7/22,INV218581
INV398709,1573302405,1,31184376,8/8/22,INV198202
INV189735,1573302405,1,34041057,5/7/22,INV398112
INV623518,1573302405,2,31326092,26/7/2022,INV595174
INV869921,1573302405,2,30559021,28/8/2022,INV750330
INV529281,1573302405,2,32400679,3/8/22,INV260805
INV169682,1573302405,1,32617110,3/7/22,INV815405
INV688602,1573302406,1,32133776,19/8/2022,INV767029
INV346678,1573302406,1,35598106,23/8/2022,INV657057
INV911623,1573302406,2,34743653,12/7/22,INV971247
INV658432,1573302406,1,31661457,28/8/2022,INV765174
INV712188,1573302406,3,30966891,8/8/22,INV458620
INV518331,1573302406,2,33215457,10/7/22,INV385143
INV495976,1573302406,1,32248463,26/8/2022,INV413581
INV510770,1573302412,2,30612660,15/8/2022,INV241361
INV773304,1573302412,1,31536093,20/7/2022,INV306197
INV211941,1573302412,1,31515835,26/7/2022,INV598514
INV165328,1573302412,1,32524705,12/8/22,INV203309
INV443530,1573302413,3,31507954,24/8/2022,INV590801
INV498204,1573302413,2,31366503,16/8/2022,INV308752
INV373979,1573302413,2,30612660,13/8/2022,INV299798
INV629048,1573302413,2,32333076,12/8/22,INV277374
INV327300,1573302414,1,32247808,18/7/2022,INV420821
INV380393,1573302414,2,31334363,24/7/2022,INV947468
INV653522,1573302414,1,31542573,30/7/2022,INV797126
INV273530,1573302414,2,31374086,20/7/2022,INV830723
INV532864,1573302414,1,32568341,5/7/22,INV533375
INV395395,1573302414,1,31335780,18/8/2022,INV188464
INV615654,1573302415,3,32288632,16/8/2022,INV788739
INV389897,1573302415,1,32650052,4/8/22,INV655132
INV128126,1573302415,1,30510364,4/8/22,INV719716
INV858357,1573302415,1,32446566,3/7/22,INV229026
INV193872,1573302415,2,31444036,16/7/2022,INV208003
INV635857,1573302415,1,31356217,29/8/2022,INV139859
INV891706,1573302415,1,30436794,25/7/2022,INV767701
INV851459,1573302415,1,33709760,11/8/22,INV860041
INV199031,1573302415,1,31575881,7/8/22,INV188045
INV878250,1573302415,1,35468548,24/7/2022,INV194143
INV610159,1573302422,2,27690433,27/7/2022,INV641207
INV249779,1573302422,3,32418011,22/8/2022,INV341840
INV756940,1573302422,1,34860722,1/8/22,INV328098
INV608767,1573302422,2,32490468,10/7/22,INV915290
INV992391,1573302422,1,31319087,18/8/2022,INV571213
INV823896,1573302422,1,33624719,29/8/2022,INV472221
INV658649,1573302422,2,31401064,5/8/22,INV435184
INV960169,1573302422,2,31477256,2/7/22,INV504669
INV655316,1573302422,2,31366503,7/8/22,INV287930
INV831960,1573302423,1,32389640,14/7/2022,INV697280
INV538111,1573302423,1,32598506,16/8/2022,INV228924
INV519113,1573302423,1,31411522,12/7/22,INV217780
INV543110,1573302423,2,34838928,7/7/22,INV474521
INV643845,1573302423,2,29584772,8/8/22,INV565311
INV684513,1573302423,1,30422489,11/7/22,INV643977
INV999024,1573302424,2,34447380,28/8/2022,INV199771
INV762308,1573302424,1,34215232,25/8/2022,INV617869
INV916557,1573302424,1,32654364,31/7/2022,INV157416
INV796033,1573302424,1,34838928,15/8/2022,INV543489
INV606005,1573302424,1,28661089,7/8/22,INV669981
INV301663,1573302424,1,32239636,2/7/22,INV347007
INV649768,1573302424,1,32592722,10/8/22,INV682172
INV867781,1573302425,1,32412343,9/7/22,INV241467
INV481077,1573302425,1,35609909,5/8/22,INV967413
INV983977,1573302425,1,31584086,3/7/22,INV856474
INV737560,1573302425,2,31389541,31/8/2022,INV398638
INV932586,1573302425,2,33758823,10/8/22,INV643555
INV962941,1573302426,1,31694386,20/8/2022,INV347239
INV113228,1573302426,1,31510278,29/8/2022,INV550190
INV959204,1573302426,1,32360850,15/7/2022,INV747520
INV486587,1573302426,1,31414529,11/7/22,INV275225
INV186650,1573302426,1,30702780,14/8/2022,INV810756
INV447194,1573302426,1,31626902,10/8/22,INV213086
INV961419,1573302432,1,32476529,18/7/2022,INV780494
INV286284,1573302432,3,32654364,14/7/2022,INV269559
INV628919,1573302432,1,31325948,27/8/2022,INV694700
INV165099,1573302432,1,32524705,25/7/2022,INV895297
INV181984,1573302432,1,31527320,21/7/2022,INV409181
INV556103,1573302432,1,33076843,13/8/2022,INV735496
INV986790,1573302432,2,30965676,30/7/2022,INV816147
